unique_id,business_name,address,pin_code,pan,gstin,source_system,name_norm,addr_norm,pan_valid,gstin_valid,pan_clean,gstin_clean
ESCOM/560058/000257,Fabrics Raghavendra & Co,"405/4, Ring Road, Peenya, Bengaluru, B'lore",560058,GULFG6875J,29GULFG6875J2ZM,ESCOM,company fabrics raghavendra,"405 4, ring road, peenya, bangalore, bangalore",True,True,GULFG6875J,29GULFG6875J2ZM
ESCOM/560058/000258,Textiles Southern International,"Industrial Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,KQXAG7686M,29KQXAG7686M3ZR,ESCOM,international southern textiles,"industrial road, rajajinagar industrial estate, bangalore, bangalore",True,True,KQXAG7686M,29KQXAG7686M3ZR
ESCOM/560058/000259,Printing Venkateshwara & Co,"Industrial Road, Peenya Industrial Area, Bengaluru, 560058",560058,COOFI4989C,29COOFI4989C8ZM,ESCOM,company printing venkateshwara,"industrial road, peenya industrial area, bangalore, 560058",True,True,COOFI4989C,29COOFI4989C8ZM
ESCOM/560058/000260,Mahalaxmi Chemicals Pvt Ltd,"1st Cross, Peenya 2nd Stage, Bengaluru, 560058",560058,XVAHQ2486Q,,ESCOM,chemicals limited mahalaxmi private,"1st cross, peenya 2nd stage, bangalore, 560058",True,False,XVAHQ2486Q,
ESCOM/560100/000261,Wipro Cables Factory,"Ring Road, Electronic City Phase 2, Bengaluru, B'lore",560100,WFSHW0766K,29WFSHW0766K2ZF,ESCOM,cables factory wipro,"ring road, electronic city phase 2, bangalore, bangalore",True,True,WFSHW0766K,29WFSHW0766K2ZF
ESCOM/560058/000262,Janatha Engg Traders,"3rd Main, Peenya 2nd Stage, Bengaluru, B'lore",560058,GFXPU9823R,29GFXPU9823R3ZZ,ESCOM,engineering janatha traders,"3rd main, peenya 2nd stage, bangalore, bangalore",True,True,GFXPU9823R,29GFXPU9823R3ZZ
ESCOM/560058/000264,Raghavendra Paper Limited,"164/9, Main Road, Peenya 1st Stage, Bengaluru, B'lore",560058,,,ESCOM,limited paper raghavendra,"164 9, main road, peenya 1st stage, bangalore, bangalore",False,False,,
ESCOM/560058/000265,Fabrics JSW Corporation,"2nd Cross, Peenya, Bengaluru, 560058",560058,ZNUHA0029H,,ESCOM,corporation fabrics jsw,"2nd cross, peenya, bangalore, 560058",True,False,ZNUHA0029H,
ESCOM/560058/000266,Auto Royal Parts Co,"Ring Road, Yeshwanthpur, Bengaluru, B'lore",560058,,,ESCOM,auto company parts royal,"ring road, yeshwanthpur, bangalore, bangalore",False,False,,
ESCOM/560058/000267,Srinivasa Motors Ltd,"1st Cross, Peenya, Bengaluru, 560058",560058,,,ESCOM,limited motors srinivasa,"1st cross, peenya, bangalore, 560058",False,False,,
ESCOM/560058/000268,Ceramics Raghavendra International,"490/5, 1st Cross, Peenya, Bengaluru, 560058",560058,GNZHL2374Z,29GNZHL2374Z7Z7,ESCOM,ceramics international raghavendra,"490 5, 1st cross, peenya, bangalore, 560058",True,True,GNZHL2374Z,29GNZHL2374Z7Z7
ESCOM/560100/000269,Mphasis Plastics Enterprises,"648/7, Main Road, Kudlu Gate, Bengaluru, 560100",560100,PKRCC1475E,29PKRCC1475E8ZJ,ESCOM,enterprises mphasis plastics,"648 7, main road, kudlu gate, bangalore, 560100",True,True,PKRCC1475E,29PKRCC1475E8ZJ
ESCOM/560058/000270,Sri Cables & Co,"Factory Road, BEL Road, Bengaluru, B'lore",560058,ZKFAB1535X,29ZKFAB1535X9Z9,ESCOM,cables company sri,"factory road, bel road, bangalore, bangalore",True,True,ZKFAB1535X,29ZKFAB1535X9Z9
ESCOM/560100/000271,Auto Indian Parts Limited,"395/9, Factory Road, Electronic City Phase 2, Bengaluru, 560100",560100,QAQAT7772N,29QAQAT7772N1ZT,ESCOM,auto indian limited parts,"395 9, factory road, electronic city phase 2, bangalore, 560100",True,True,QAQAT7772N,29QAQAT7772N1ZT
ESCOM/560058/000272,Ceramics New Private Limited,"853/8, Service Road, Yeshwanthpur, Bengaluru, B'lore",560058,HPDFR9019L,29HPDFR9019L2Z4,ESCOM,ceramics limited new private,"853 8, service road, yeshwanthpur, bangalore, bangalore",True,True,HPDFR9019L,29HPDFR9019L2Z4
ESCOM/560100/000273,Foundry Premier Corporation,"3rd Main, Neeladri Nagar, Bengaluru, 560100",560100,XNWHF4127E,29XNWHF4127E2ZV,ESCOM,corporation foundry premier,"3rd main, neeladri nagar, bangalore, 560100",True,True,XNWHF4127E,29XNWHF4127E2ZV
ESCOM/560100/000274,Raghavendra Eng Works,"Factory Road, Bommanahalli, Bengaluru, 560100",560100,SHNPY6774F,29SHNPY6774F8ZO,ESCOM,engineering raghavendra works,"factory road, bommanahalli, bangalore, 560100",True,True,SHNPY6774F,29SHNPY6774F8ZO
ESCOM/560100/000275,Electronics Sunrise & Co,"795/5, Industrial Road, Neeladri Nagar, Bengaluru, 560100",560100,,,ESCOM,company electronics sunrise,"795 5, industrial road, neeladri nagar, bangalore, 560100",False,False,,
ESCOM/560058/000276,Balaji Chemicals Enterprises,"Service Road, BEL Road, Bengaluru, 560058",560058,AQEFN1960C,29AQEFN1960C2ZA,ESCOM,balaji chemicals enterprises,"service road, bel road, bangalore, 560058",True,True,AQEFN1960C,29AQEFN1960C2ZA
ESCOM/560058/000277,Balaji Packaging Private Limited,"689/7, Factory Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,RKBFA6260U,,ESCOM,balaji limited packaging private,"689 7, factory road, rajajinagar industrial estate, bangalore, bangalore",True,False,RKBFA6260U,
ESCOM/560058/000278,Valves Sunrise Private Limited,"Industrial Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,ETHAB5796Y,29ETHAB5796Y5ZJ,ESCOM,limited private sunrise valves,"industrial road, rajajinagar industrial estate, bangalore, 560058",True,True,ETHAB5796Y,29ETHAB5796Y5ZJ
ESCOM/560100/000279,Karnataka Pumps & Co,"589/8, Service Road, Electronic City Phase 1, Bengaluru, B'lore",560100,EBBAR0476K,29EBBAR0476K8ZA,ESCOM,company karnataka pumps,"589 8, service road, electronic city phase 1, bangalore, bangalore",True,True,EBBAR0476K,29EBBAR0476K8ZA
ESCOM/560100/000280,Garments Mahalaxmi Works,"872/3, Service Road, Neeladri Nagar, Bengaluru, 560100",560100,UIXAF2740U,29UIXAF2740U7ZH,ESCOM,garments mahalaxmi works,"872 3, service road, neeladri nagar, bangalore, 560100",True,True,UIXAF2740U,29UIXAF2740U7ZH
ESCOM/560100/000281,Rubber Shree Factory,"926/3, Factory Road, Kudlu Gate, Bengaluru, B'lore",560100,,,ESCOM,factory rubber shree,"926 3, factory road, kudlu gate, bangalore, bangalore",False,False,,
ESCOM/560100/000282,Karnataka Furniture Ltd,"968/7, 3rd Main, Bommanahalli, Bengaluru, 560100",560100,FGAHC9963W,29FGAHC9963W7ZT,ESCOM,furniture karnataka limited,"968 7, 3rd main, bommanahalli, bangalore, 560100",True,True,FGAHC9963W,29FGAHC9963W7ZT
ESCOM/560058/000283,Bangalore Leather Manufacturers,"Service Road, Peenya 2nd Stage, Bengaluru, 560058",560058,KQJCP8171M,,ESCOM,bangalore leather manufacturers,"service road, peenya 2nd stage, bangalore, 560058",True,False,KQJCP8171M,
ESCOM/560058/000285,Textiles Venkateshwara Inds,"Factory Road, Peenya, Bengaluru, 560058",560058,,,ESCOM,industries textiles venkateshwara,"factory road, peenya, bangalore, 560058",False,False,,
ESCOM/560100/000286,Titan Auto Parts Corporation,"Industrial Road, Neeladri Nagar, Bengaluru, 560100",560100,MDMHE9926N,,ESCOM,auto corporation parts titan,"industrial road, neeladri nagar, bangalore, 560100",True,False,MDMHE9926N,
ESCOM/560100/000288,Royal Foods Corporation,"481/6, 3rd Main, Electronic City Phase 1, Bengaluru, B'lore",560100,,,ESCOM,corporation foods royal,"481 6, 3rd main, electronic city phase 1, bangalore, bangalore",False,False,,
ESCOM/560100/000289,Plastics United Pvt. Ltd.,"696/4, Industrial Road, Electronic City Phase 1, Bengaluru, 560100",560100,AZRFI3262X,29AZRFI3262X6ZP,ESCOM,limited plastics private united,"696 4, industrial road, electronic city phase 1, bangalore, 560100",True,True,AZRFI3262X,29AZRFI3262X6ZP
ESCOM/560058/000290,Venkateshwara Pipes Works,"210/6, Service Road, Peenya 2nd Stage, Bengaluru, 560058",560058,JJWPS7851Z,29JJWPS7851Z9ZN,ESCOM,pipes venkateshwara works,"210 6, service road, peenya 2nd stage, bangalore, 560058",True,True,JJWPS7851Z,29JJWPS7851Z9ZN
ESCOM/560100/000291,Peoples Rubber Limited,"399/2, 1st Cross, Bommanahalli, Bengaluru, B'lore",560100,CNWHD8638Q,29CNWHD8638Q3ZR,ESCOM,limited peoples rubber,"399 2, 1st cross, bommanahalli, bangalore, bangalore",True,True,CNWHD8638Q,29CNWHD8638Q3ZR
ESCOM/560100/000292,Paints Karnataka Factory,"Main Road, Kudlu Gate, Bengaluru, 560100",560100,,,ESCOM,factory karnataka paints,"main road, kudlu gate, bangalore, 560100",False,False,,
ESCOM/560100/000293,Mahalaxmi Motors Factory,"3rd Main, Electronic City Phase 1, Bengaluru, 560100",560100,HZJCX7299W,29HZJCX7299W9ZA,ESCOM,factory mahalaxmi motors,"3rd main, electronic city phase 1, bangalore, 560100",True,True,HZJCX7299W,29HZJCX7299W9ZA
ESCOM/560100/000294,Paints Balaji Corporation,"833/4, Cross Road, Hosur Road, Bengaluru, 560100",560100,WDFCK4223H,29WDFCK4223H6Z8,ESCOM,balaji corporation paints,"833 4, cross road, hosur road, bangalore, 560100",True,True,WDFCK4223H,29WDFCK4223H6Z8
ESCOM/560100/000295,KS Fabrics Ent,"Main Road, Bommanahalli, Bengaluru, B'lore",560100,DYSHB7974B,29DYSHB7974B9ZC,ESCOM,enterprises fabrics ks,"main road, bommanahalli, bangalore, bangalore",True,True,DYSHB7974B,29DYSHB7974B9ZC
ESCOM/560058/000296,Infosys Rubber Ltd,"771/9, 3rd Main, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,FOZPZ2558D,,ESCOM,infosys limited rubber,"771 9, 3rd main, rajajinagar industrial estate, bangalore, 560058",True,False,FOZPZ2558D,
ESCOM/560058/000297,Sri Chemicals Industries,"111/7, Ring Road, Peenya 2nd Stage, Bengaluru, B'lore",560058,SGFPN0742C,,ESCOM,chemicals industries sri,"111 7, ring road, peenya 2nd stage, bangalore, bangalore",True,False,SGFPN0742C,
ESCOM/560100/000298,JSW Furniture Traders,"270/1, 1st Cross, Bommanahalli, Bengaluru, 560100",560100,FVXAA8452L,29FVXAA8452L1ZS,ESCOM,furniture jsw traders,"270 1, 1st cross, bommanahalli, bangalore, 560100",True,True,FVXAA8452L,29FVXAA8452L1ZS
ESCOM/560058/000300,Cables Srinivasa Group,"Cross Road, Peenya Industrial Area, Bengaluru, 560058",560058,XATFK3753S,29XATFK3753S4ZS,ESCOM,cables group srinivasa,"cross road, peenya industrial area, bangalore, 560058",True,True,XATFK3753S,29XATFK3753S4ZS
ESCOM/560058/000301,KS Cables Factory,"Main Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,NPYHQ0670X,29NPYHQ0670X1ZI,ESCOM,cables factory ks,"main road, rajajinagar industrial estate, bangalore, 560058",True,True,NPYHQ0670X,29NPYHQ0670X1ZI
ESCOM/560100/000302,Royal Paper Group,"395/5, Main Road, Neeladri Nagar, Bengaluru, 560100",560100,QJYFE6319G,29QJYFE6319G9Z1,ESCOM,group paper royal,"395 5, main road, neeladri nagar, bangalore, 560100",True,True,QJYFE6319G,29QJYFE6319G9Z1
ESCOM/560100/000303,Rubber National Industries,"800/9, Main Road, Kudlu Gate, Bengaluru, B'lore",560100,ESNCV2791F,29ESNCV2791F6ZY,ESCOM,industries national rubber,"800 9, main road, kudlu gate, bangalore, bangalore",True,True,ESNCV2791F,29ESNCV2791F6ZY
ESCOM/560100/000304,Bengaluru Paper Pvt Ltd,"606/9, Factory Road, Electronic City Phase 2, Bengaluru, B'lore",560100,CQWHF9656W,29CQWHF9656W6ZG,ESCOM,bangalore limited paper private,"606 9, factory road, electronic city phase 2, bangalore, bangalore",True,True,CQWHF9656W,29CQWHF9656W6ZG
ESCOM/560100/000305,Paper Karnataka Corporation,"184/5, 1st Cross, Bommanahalli, Bengaluru, B'lore",560100,YWGFO5446V,,ESCOM,corporation karnataka paper,"184 5, 1st cross, bommanahalli, bangalore, bangalore",True,False,YWGFO5446V,
ESCOM/560100/000306,Royal Metals Works,"412/1, Factory Road, Hosur Road, Bengaluru, 560100",560100,BYMHN0395B,29BYMHN0395B9ZD,ESCOM,metals royal works,"412 1, factory road, hosur road, bangalore, 560100",True,True,BYMHN0395B,29BYMHN0395B9ZD
ESCOM/560100/000307,Star Foods Limited,"495/9, Industrial Road, Bommanahalli, Bengaluru, 560100",560100,PLNAN5171R,29PLNAN5171R7Z3,ESCOM,foods limited star,"495 9, industrial road, bommanahalli, bangalore, 560100",True,True,PLNAN5171R,29PLNAN5171R7Z3
ESCOM/560058/000308,Premier Pipes Co,"216/5, Factory Road, Yeshwanthpur, Bengaluru, 560058",560058,UJOCV8953N,29UJOCV8953N2ZT,ESCOM,company pipes premier,"216 5, factory road, yeshwanthpur, bangalore, 560058",True,True,UJOCV8953N,29UJOCV8953N2ZT
ESCOM/560058/000309,Steel Mahalaxmi Works,"998/4, Ring Road, Peenya, Bengaluru, B'lore",560058,HJDAI7435V,29HJDAI7435V4ZA,ESCOM,mahalaxmi steel works,"998 4, ring road, peenya, bangalore, bangalore",True,True,HJDAI7435V,29HJDAI7435V4ZA
ESCOM/560100/000310,JSW Leather Factory,"1st Cross, Hosur Road, Bengaluru, 560100",560100,MSLCH9792D,29MSLCH9792D8Z9,ESCOM,factory jsw leather,"1st cross, hosur road, bangalore, 560100",True,True,MSLCH9792D,29MSLCH9792D8Z9
ESCOM/560058/000311,Packaging Shree Co,"Factory Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,ENHFX1616P,29ENHFX1616P5ZR,ESCOM,company packaging shree,"factory road, rajajinagar industrial estate, bangalore, 560058",True,True,ENHFX1616P,29ENHFX1616P5ZR
ESCOM/560100/000312,Premier Electricals Group,"Ring Road, Hosur Road, Bengaluru, B'lore",560100,,,ESCOM,electricals group premier,"ring road, hosur road, bangalore, bangalore",False,False,,
ESCOM/560058/000313,National Furniture Pvt Ltd,"Service Road, Peenya Industrial Area, Bengaluru, B'lore",560058,PBFPP3092V,29PBFPP3092V8ZZ,ESCOM,furniture limited national private,"service road, peenya industrial area, bangalore, bangalore",True,True,PBFPP3092V,29PBFPP3092V8ZZ
ESCOM/560058/000314,Lakshmi Metals & Co,"350/2, 1st Cross, Peenya 2nd Stage, Bengaluru, 560058",560058,ODLAD6146T,29ODLAD6146T9ZS,ESCOM,company lakshmi metals,"350 2, 1st cross, peenya 2nd stage, bangalore, 560058",True,True,ODLAD6146T,29ODLAD6146T9ZS
ESCOM/560058/000315,Premier Leather Co,"Service Road, Peenya, Bengaluru, B'lore",560058,CXQCJ7471N,29CXQCJ7471N9Z1,ESCOM,company leather premier,"service road, peenya, bangalore, bangalore",True,True,CXQCJ7471N,29CXQCJ7471N9Z1
ESCOM/560100/000316,Textiles KS Factory,"180/9, Main Road, Electronic City Phase 2, Bengaluru, 560100",560100,AQGFI0687V,29AQGFI0687V4ZV,ESCOM,factory ks textiles,"180 9, main road, electronic city phase 2, bangalore, 560100",True,True,AQGFI0687V,29AQGFI0687V4ZV
ESCOM/560058/000317,Raghavendra Printing & Co,"Cross Road, Peenya, Bengaluru, 560058",560058,,,ESCOM,company printing raghavendra,"cross road, peenya, bangalore, 560058",False,False,,
ESCOM/560100/000318,KS Furniture Pvt Ltd,"1st Cross, Hosur Road, Bengaluru, 560100",560100,,,ESCOM,furniture ks limited private,"1st cross, hosur road, bangalore, 560100",False,False,,
ESCOM/560058/000319,Global Fabrics Ent,"320/2, Industrial Road, Peenya 1st Stage, Bengaluru, 560058",560058,RKYHP2040T,29RKYHP2040T8Z2,ESCOM,enterprises fabrics global,"320 2, industrial road, peenya 1st stage, bangalore, 560058",True,True,RKYHP2040T,29RKYHP2040T8Z2
ESCOM/560100/000320,Janatha Electronics Pvt Ltd,"750/7, Cross Road, Kudlu Gate, Bengaluru, 560100",560100,TXJCX2039Y,29TXJCX2039Y8ZK,ESCOM,electronics janatha limited private,"750 7, cross road, kudlu gate, bangalore, 560100",True,True,TXJCX2039Y,29TXJCX2039Y8ZK
ESCOM/560100/000321,Mphasis Electricals Ltd,"1st Cross, Hosur Road, Bengaluru, B'lore",560100,,,ESCOM,electricals limited mphasis,"1st cross, hosur road, bangalore, bangalore",False,False,,
ESCOM/560058/000322,Global Plastics International,"975/1, Ring Road, Yeshwanthpur, Bengaluru, 560058",560058,QBXHU5752P,,ESCOM,global international plastics,"975 1, ring road, yeshwanthpur, bangalore, 560058",True,False,QBXHU5752P,
ESCOM/560100/000323,Southern Motors Group,"373/5, Industrial Road, Hosur Road, Bengaluru, 560100",560100,LPBCY5962G,,ESCOM,group motors southern,"373 5, industrial road, hosur road, bangalore, 560100",True,False,LPBCY5962G,
ESCOM/560100/000324,Modern Pharmaceuticals Pvt Ltd,"918/9, Main Road, Hosur Road, Bengaluru, 560100",560100,DJCHD7231V,29DJCHD7231V2ZL,ESCOM,limited modern pharmaceuticals private,"918 9, main road, hosur road, bangalore, 560100",True,True,DJCHD7231V,29DJCHD7231V2ZL
ESCOM/560058/000325,Steel Star Co,"Factory Road, Peenya Industrial Area, Bengaluru, 560058",560058,HFHPW2477I,29HFHPW2477I6ZA,ESCOM,company star steel,"factory road, peenya industrial area, bangalore, 560058",True,True,HFHPW2477I,29HFHPW2477I6ZA
ESCOM/560058/000326,Indian Pumps Private Limited,"Ring Road, Peenya 2nd Stage, Bengaluru, 560058",560058,STVHM7573E,29STVHM7573E3ZI,ESCOM,indian limited private pumps,"ring road, peenya 2nd stage, bangalore, 560058",True,True,STVHM7573E,29STVHM7573E3ZI
ESCOM/560100/000327,New Textiles Co,"32/1, Ring Road, Neeladri Nagar, Bengaluru, B'lore",560100,HDFHR3336I,29HDFHR3336I4Z0,ESCOM,company new textiles,"32 1, ring road, neeladri nagar, bangalore, bangalore",True,True,HDFHR3336I,29HDFHR3336I4Z0
ESCOM/560058/000328,Lakshmi Paints International,"Ring Road, Yeshwanthpur, Bengaluru, 560058",560058,,,ESCOM,international lakshmi paints,"ring road, yeshwanthpur, bangalore, 560058",False,False,,
ESCOM/560100/000329,Printing Mphasis Pvt.Ltd,"311/8, 2nd Cross, Electronic City Phase 2, Bengaluru, 560100",560100,MHIPJ0882H,29MHIPJ0882H4ZH,ESCOM,limited mphasis printing private,"311 8, 2nd cross, electronic city phase 2, bangalore, 560100",True,True,MHIPJ0882H,29MHIPJ0882H4ZH
ESCOM/560058/000330,Modern Ceramics Private Limited,"Ring Road, Peenya Industrial Area, Bengaluru, 560058",560058,HTMHA6819Q,,ESCOM,ceramics limited modern private,"ring road, peenya industrial area, bangalore, 560058",True,False,HTMHA6819Q,
ESCOM/560100/000331,Pharmaceuticals Raghavendra Pvt.Ltd,"Cross Road, Bommanahalli, Bengaluru, 560100",560100,AXLAY3576H,29AXLAY3576H1ZS,ESCOM,limited pharmaceuticals private raghavendra,"cross road, bommanahalli, bangalore, 560100",True,True,AXLAY3576H,29AXLAY3576H1ZS
ESCOM/560100/000332,Ceramics Balaji Entp,"Ring Road, Kudlu Gate, Bengaluru, B'lore",560100,FSBPH9452M,29FSBPH9452M1ZP,ESCOM,balaji ceramics enterprises,"ring road, kudlu gate, bangalore, bangalore",True,True,FSBPH9452M,29FSBPH9452M1ZP
ESCOM/560058/000333,Chemicals Premier Corporation,"Cross Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,ECRPO7830N,29ECRPO7830N8ZE,ESCOM,chemicals corporation premier,"cross road, rajajinagar industrial estate, bangalore, 560058",True,True,ECRPO7830N,29ECRPO7830N8ZE
ESCOM/560100/000334,Royal Garments Mfrs,"839/5, Factory Road, Electronic City Phase 1, Bengaluru, B'lore",560100,SJAFQ3662Z,29SJAFQ3662Z7ZF,ESCOM,garments manufacturers royal,"839 5, factory road, electronic city phase 1, bangalore, bangalore",True,True,SJAFQ3662Z,29SJAFQ3662Z7ZF
ESCOM/560100/000335,Royal Printing Limited,"963/9, Factory Road, Bommanahalli, Bengaluru, 560100",560100,XVOPR8639V,29XVOPR8639V1ZU,ESCOM,limited printing royal,"963 9, factory road, bommanahalli, bangalore, 560100",True,True,XVOPR8639V,29XVOPR8639V1ZU
ESCOM/560058/000336,Ceramics Titan & Co,"Ring Road, Peenya 1st Stage, Bengaluru, B'lore",560058,,,ESCOM,ceramics company titan,"ring road, peenya 1st stage, bangalore, bangalore",False,False,,
ESCOM/560058/000337,Electricals Southern Private Limited,"705/1, 1st Cross, Yeshwanthpur, Bengaluru, 560058",560058,SVAPY1398I,,ESCOM,electricals limited private southern,"705 1, 1st cross, yeshwanthpur, bangalore, 560058",True,False,SVAPY1398I,
ESCOM/560058/000340,Indian Metals Industries,"Factory Road, Peenya Industrial Area, Bengaluru, 560058",560058,GCLHF3159N,29GCLHF3159N2ZY,ESCOM,indian industries metals,"factory road, peenya industrial area, bangalore, 560058",True,True,GCLHF3159N,29GCLHF3159N2ZY
ESCOM/560058/000341,Balaji Paints Factory,"918/8, Cross Road, Peenya, Bengaluru, 560058",560058,GWYCY4125O,29GWYCY4125O8Z9,ESCOM,balaji factory paints,"918 8, cross road, peenya, bangalore, 560058",True,True,GWYCY4125O,29GWYCY4125O8Z9
ESCOM/560100/000342,Balaji Textiles Group,"Factory Road, Electronic City Phase 1, Bengaluru, B'lore",560100,CXFCM3248G,29CXFCM3248G7ZL,ESCOM,balaji group textiles,"factory road, electronic city phase 1, bangalore, bangalore",True,True,CXFCM3248G,29CXFCM3248G7ZL
ESCOM/560100/000343,Global Packaging Limited,"777/7, 2nd Cross, Electronic City Phase 1, Bengaluru, B'lore",560100,OFYHL9695F,,ESCOM,global limited packaging,"777 7, 2nd cross, electronic city phase 1, bangalore, bangalore",True,False,OFYHL9695F,
ESCOM/560058/000344,Global Textiles Industries,"Ring Road, Yeshwanthpur, Bengaluru, 560058",560058,GXHCC8878Z,29GXHCC8878Z3ZB,ESCOM,global industries textiles,"ring road, yeshwanthpur, bangalore, 560058",True,True,GXHCC8878Z,29GXHCC8878Z3ZB
ESCOM/560058/000345,Mahalaxmi Electronics Ltd,"Cross Road, BEL Road, Bengaluru, B'lore",560058,JZFCS0771M,29JZFCS0771M1ZV,ESCOM,electronics limited mahalaxmi,"cross road, bel road, bangalore, bangalore",True,True,JZFCS0771M,29JZFCS0771M1ZV
ESCOM/560058/000346,Mahalaxmi Fabrics Works,"Service Road, Peenya 2nd Stage, Bengaluru, 560058",560058,NRMPN1768S,29NRMPN1768S3ZF,ESCOM,fabrics mahalaxmi works,"service road, peenya 2nd stage, bangalore, 560058",True,True,NRMPN1768S,29NRMPN1768S3ZF
ESCOM/560058/000347,Venkateshwara Chemicals Inds,"616/8, 3rd Main, Peenya 2nd Stage, Bengaluru, 560058",560058,RIWFD8001J,29RIWFD8001J3ZG,ESCOM,chemicals industries venkateshwara,"616 8, 3rd main, peenya 2nd stage, bangalore, 560058",True,True,RIWFD8001J,29RIWFD8001J3ZG
ESCOM/560100/000348,Indian Rubber Co,"Industrial Road, Hosur Road, Bengaluru, B'lore",560100,PDKPD9623C,29PDKPD9623C6Z7,ESCOM,company indian rubber,"industrial road, hosur road, bangalore, bangalore",True,True,PDKPD9623C,29PDKPD9623C6Z7
ESCOM/560100/000349,Raghavendra Paints Mfg,"743/5, 1st Cross, Kudlu Gate, Bengaluru, B'lore",560100,HOFCT7203C,,ESCOM,manufacturing paints raghavendra,"743 5, 1st cross, kudlu gate, bangalore, bangalore",True,False,HOFCT7203C,
ESCOM/560100/000350,Janatha Metals Enterprises,"519/4, Factory Road, Neeladri Nagar, Bengaluru, 560100",560100,,,ESCOM,enterprises janatha metals,"519 4, factory road, neeladri nagar, bangalore, 560100",False,False,,
ESCOM/560058/000351,Venkateshwara Chemicals & Co,"Factory Road, Peenya Industrial Area, Bengaluru, 560058",560058,,,ESCOM,chemicals company venkateshwara,"factory road, peenya industrial area, bangalore, 560058",False,False,,
ESCOM/560100/000352,Eng Sunrise Co,"355/7, 2nd Cross, Bommanahalli, Bengaluru, 560100",560100,UJDFC3955F,29UJDFC3955F8ZH,ESCOM,company engineering sunrise,"355 7, 2nd cross, bommanahalli, bangalore, 560100",True,True,UJDFC3955F,29UJDFC3955F8ZH
ESCOM/560058/000353,Electricals Srinivasa International,"112/1, Cross Road, Yeshwanthpur, Bengaluru, 560058",560058,PKSHN5948T,29PKSHN5948T7ZI,ESCOM,electricals international srinivasa,"112 1, cross road, yeshwanthpur, bangalore, 560058",True,True,PKSHN5948T,29PKSHN5948T7ZI
ESCOM/560100/000354,Modern Pipes P Limited,"Cross Road, Kudlu Gate, Bengaluru, B'lore",560100,WZMPV0662S,29WZMPV0662S7Z1,ESCOM,limited modern p pipes,"cross road, kudlu gate, bangalore, bangalore",True,True,WZMPV0662S,29WZMPV0662S7Z1
ESCOM/560058/000355,Bangalore Ceramics Limited,"3rd Main, Yeshwanthpur, Bengaluru, B'lore",560058,EDDAZ3019E,29EDDAZ3019E9ZO,ESCOM,bangalore ceramics limited,"3rd main, yeshwanthpur, bangalore, bangalore",True,True,EDDAZ3019E,29EDDAZ3019E9ZO
ESCOM/560100/000357,Raghavendra Paints Pvt Ltd,"352/1, Factory Road, Neeladri Nagar, Bengaluru, 560100",560100,FRNPI7379M,29FRNPI7379M5ZM,ESCOM,limited paints private raghavendra,"352 1, factory road, neeladri nagar, bangalore, 560100",True,True,FRNPI7379M,29FRNPI7379M5ZM
ESCOM/560058/000358,Leather Modern Corporation,"1st Cross, Peenya 2nd Stage, Bengaluru, 560058",560058,FNTHL9407F,29FNTHL9407F7ZH,ESCOM,corporation leather modern,"1st cross, peenya 2nd stage, bangalore, 560058",True,True,FNTHL9407F,29FNTHL9407F7ZH
ESCOM/560058/000359,Janatha Plastics Traders,"Cross Road, Yeshwanthpur, Bengaluru, 560058",560058,BOWPN9619N,29BOWPN9619N5ZI,ESCOM,janatha plastics traders,"cross road, yeshwanthpur, bangalore, 560058",True,True,BOWPN9619N,29BOWPN9619N5ZI
ESCOM/560058/000360,Infosys Valves Corporation,"1st Cross, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,GDWCO6268A,29GDWCO6268A4ZX,ESCOM,corporation infosys valves,"1st cross, rajajinagar industrial estate, bangalore, 560058",True,True,GDWCO6268A,29GDWCO6268A4ZX
ESCOM/560058/000361,Premier Plastics Limited,"Industrial Road, Peenya, Bengaluru, B'lore",560058,GKKFJ0426V,29GKKFJ0426V9ZG,ESCOM,limited plastics premier,"industrial road, peenya, bangalore, bangalore",True,True,GKKFJ0426V,29GKKFJ0426V9ZG
ESCOM/560100/000362,Srinivasa Foods Ind,"432/7, Ring Road, Neeladri Nagar, Bengaluru, 560100",560100,,,ESCOM,foods industries srinivasa,"432 7, ring road, neeladri nagar, bangalore, 560100",False,False,,
ESCOM/560100/000363,Titan Electronics Ltd,"449/9, 3rd Main, Kudlu Gate, Bengaluru, 560100",560100,BDOHK0003L,,ESCOM,electronics limited titan,"449 9, 3rd main, kudlu gate, bangalore, 560100",True,False,BDOHK0003L,
ESCOM/560058/000364,Electronics Balaji Corporation,"301/9, Main Road, Peenya 1st Stage, Bengaluru, B'lore",560058,LNVFF1746E,29LNVFF1746E9ZF,ESCOM,balaji corporation electronics,"301 9, main road, peenya 1st stage, bangalore, bangalore",True,True,LNVFF1746E,29LNVFF1746E9ZF
