pf_code,establishment_name,employer_name,industry_class,address,district,pin_code,pan,gstin,esi_code,coverage_date,num_employees,wages_month,mobile,email,nic_code
KR/BN/00358/000,Leather Modern Corporation,Shri Leather Modern Corporation,Paper Printing,"1st Cross, Peenya 2nd Stage, Bengaluru, B'lore",Bengaluru Urban,560058,FNTHL9407F,,,2010-12-27,432,9775100.0,,,1701
KR/BN/00363/000,Titan Electronics Ltd,M/s Titan Electronics Ltd,Chemicals,"449/9, 3rd Main, Kudlu Gate, Bengaluru, B'lore",Bengaluru Urban,560100,BDOHK0003L,,,2010-11-25,544,13032247.0,9737700931,,2011
KR/BN/00364/000,Balaji Electronics Corporation,Smt Balaji Electronics Corporation,Food Processing,"Main Road, Peenya 1st Stage, Bengaluru, 560058",Bengaluru Urban,560058,LNVFF1746E,29LNVFF1746E9ZF,,2019-11-10,686,8852216.0,9208726824,,1079
KR/BN/00370/000,JSW Packaging Limited,Smt JSW Packaging Limited,Food Processing,"Service Road, Rajajinagar Industrial Estate, Bengaluru, 560058",Bengaluru Urban,560058,DWZAJ4344P,29DWZAJ4344P9Z1,ESI0000370,2020-09-19,511,7048745.0,9508235055,,1079
KR/BN/00372/000,Mphasis Ceramics Co,Smt Mphasis Ceramics Co,Paper Printing,"231/4, 2nd Cross, Bommanahalli, Bengaluru, B'lore",Bengaluru Urban,560100,CUDAT4766J,,,1999-08-14,255,3114934.0,9132510292,,1701
KR/BN/00373/000,Mahalaxmi Packaging Ltd,Shri Mahalaxmi Packaging Ltd,Pharmaceuticals,"1st Cross, Hosur Road, Bengaluru, 560100",Bengaluru Urban,560100,JDUPN4617T,29JDUPN4617T5ZT,ESI0000373,2009-07-09,556,4478272.0,9969595157,,2100
KR/BN/00374/000,Shree Paints Pvt Ltd,Shri Shree Paints Pvt Ltd,Textile,"Main Road, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,FMGPS9820L,29FMGPS9820L6Z9,,2014-01-02,159,2341418.0,,,1311
KR/BN/00375/000,Venkateshwara Pharmaceuticals Pvt. Ltd.,Smt Venkateshwara Pharmaceuticals Pvt. Ltd.,Packaging,"26/1, Industrial Road, Hosur Road, Bengaluru, 560100",Bengaluru Urban,560100,JPOHV6112C,,ESI0000375,2013-05-01,36,546616.0,9696466830,,1709
KR/BN/00378/000,Electricals Shree Corporation,Smt Electricals Shree Corporation,Textile,"559/4, Service Road, Peenya, Bengaluru, B'lore",Bengaluru Urban,560058,LCPFV1586P,,,2005-03-27,565,4858755.0,,,1311
KR/BN/00379/000,Balaji Pharmaceuticals Traders,M/s Balaji Pharmaceuticals Traders,Food Processing,"179/6, 3rd Main, Kudlu Gate, Bengaluru, 560100",Bengaluru Urban,560100,AJOPB6238L,29AJOPB6238L2ZN,,2017-02-09,793,8618259.0,9498242131,,1079
KR/BN/00380/000,Beverages Modern Enterp,Shri Beverages Modern Enterp,Pharmaceuticals,"227/2, 3rd Main, Peenya 2nd Stage, Bengaluru, 560058",Bengaluru Urban,560058,XNYFO9516G,,ESI0000380,2003-09-27,586,11601580.0,9587729559,,2100
KR/BN/00381/000,National Pumps Manufacturers,Shri National Pumps Manufacturers,Rubber Plastics,"329/5, 3rd Main, Rajajinagar Industrial Estate, Bengaluru, B'lore",Bengaluru Urban,560058,EBBCV8343R,29EBBCV8343R4ZR,ESI0000381,2018-08-27,714,13946804.0,,,2219
KR/BN/00382/000,Motors Modern & Co,Smt Motors Modern & Co,Rubber Plastics,"3rd Main, Electronic City Phase 2, Bengaluru, 560100",Bengaluru Urban,560100,,,,1999-01-09,267,2864501.0,9566240313,,2219
KR/BN/00383/000,Modern Rubber Inds,M/s Modern Rubber Inds,Electronics,"Factory Road, Yeshwanthpur, Bengaluru, 560058",Bengaluru Urban,560058,ELGHZ2573W,,,2021-10-02,599,8020242.0,9184925429,,2630
KR/BN/00384/000,Indian Pipes Corporation,Smt Indian Pipes Corporation,Chemicals,"476/7, 3rd Main, Electronic City Phase 2, Bengaluru, 560100",Bengaluru Urban,560100,WHUAR6167Z,,,2015-02-21,204,3201432.0,9944399162,,2011
KR/BN/00385/000,Engineering Bengaluru Factory,Smt Engineering Bengaluru Factory,Auto Components,"630/1, Cross Road, Kudlu Gate, Bengaluru, B'lore",Bengaluru Urban,560100,HDHFM6475M,,,2008-02-27,173,3698622.0,,,2930
KR/BN/00386/000,Modern Paints Corporation,Shri Modern Paints Corporation,Electronics,"732/6, Factory Road, Bommanahalli, Bengaluru, B'lore",Bengaluru Urban,560100,PTWPD6145G,29PTWPD6145G5ZT,ESI0000386,2018-05-01,630,12442226.0,9222261387,,2630
KR/BN/00387/000,Royal Leather Factory,M/s Royal Leather Factory,Textile,"541/2, 1st Cross, Yeshwanthpur, Bengaluru, 560058",Bengaluru Urban,560058,UKPCG7463R,29UKPCG7463R4ZK,ESI0000387,2003-04-14,282,4144881.0,9523411997,,1311
KR/BN/00390/000,Raghavendra Beverages Co,Shri Raghavendra Beverages Co,Chemicals,"562/2, Main Road, Peenya 1st Stage, Bengaluru, B'lore",Bengaluru Urban,560058,MRRHR8443S,29MRRHR8443S1ZS,ESI0000390,1992-10-25,539,10438073.0,9808071374,,2011
KR/BN/00391/000,Fabrics United Group,Smt Fabrics United Group,Food Processing,"Cross Road, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,,,,2009-07-21,165,3558692.0,,,1079
KR/BN/00392/000,Indian Motors Ltd,M/s Indian Motors Ltd,Textile,"Factory Road, Yeshwanthpur, Bengaluru, B'lore",Bengaluru Urban,560058,WWZPE9109R,,ESI0000392,1992-12-03,195,4484979.0,9647112233,,1311
KR/BN/00393/000,National Foods Corporation,Shri National Foods Corporation,Rubber Plastics,"64/1, Cross Road, BEL Road, Bengaluru, 560058",Bengaluru Urban,560058,ZILAB6776M,29ZILAB6776M2ZB,,2001-01-01,525,7391829.0,,,2219
KR/BN/00395/000,Sunrise Fabrics Corporation,Smt Sunrise Fabrics Corporation,Auto Components,"600/9, Cross Road, Electronic City Phase 2, Bengaluru, 560100",Bengaluru Urban,560100,OUMPE4265J,29OUMPE4265J1ZV,ESI0000395,1999-09-13,633,7298564.0,9587426173,,2930
KR/BN/00396/000,KS Paper Ltd,Shri KS Paper Ltd,Paper Printing,"3rd Main, BEL Road, Bengaluru, B'lore",Bengaluru Urban,560058,ZSSFB2864F,,,2020-11-11,443,4724418.0,,,1701
KR/BN/00397/000,Furniture Janatha Limited,M/s Furniture Janatha Limited,Packaging,"Cross Road, Kudlu Gate, Bengaluru, B'lore",Bengaluru Urban,560100,JRIFX2203U,,ESI0000397,2006-01-26,663,12081186.0,9467966009,,1709
KR/BN/00399/000,Foundry Shree Inds,Smt Foundry Shree Inds,Packaging,"143/5, Main Road, BEL Road, Bengaluru, 560058",Bengaluru Urban,560058,VLFCF5517V,29VLFCF5517V8Z7,,1998-10-04,208,1732583.0,9464904283,,1709
KR/BN/00400/000,Mahalaxmi Rubber International,Shri Mahalaxmi Rubber International,Packaging,"Service Road, Neeladri Nagar, Bengaluru, 560100",Bengaluru Urban,560100,BWNFX4076V,29BWNFX4076V7ZL,ESI0000400,1996-02-19,181,1535429.0,9136644314,,1709
KR/BN/00404/000,Bengaluru Printing Industries,M/s Bengaluru Printing Industries,Textile,"970/1, 1st Cross, Kudlu Gate, Bengaluru, B'lore",Bengaluru Urban,560100,,,ESI0000404,1998-04-13,247,3686265.0,9779739353,,1311
KR/BN/00405/000,Southern Garments Limited,Smt Southern Garments Limited,Textile,"791/4, 3rd Main, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,XXVFE7127U,,ESI0000405,2008-09-20,746,13585176.0,,,1311
KR/BN/00408/000,Foods United Mfr,Smt Foods United Mfr,Electronics,"21/4, Ring Road, Peenya 1st Stage, Bengaluru, B'lore",Bengaluru Urban,560058,DYSPE8465L,,ESI0000408,1994-04-03,329,4354496.0,,,2630
KR/BN/00409/000,Wipro Metals Manufacturers,M/s Wipro Metals Manufacturers,Electronics,"Ring Road, Kudlu Gate, Bengaluru, 560100",Bengaluru Urban,560100,BLIAB6456Z,29BLIAB6456Z3ZM,ESI0000409,2003-07-21,739,7601690.0,9213163273,,2630
KR/BN/00410/000,Srinivasa Garments Pvt Ltd,Smt Srinivasa Garments Pvt Ltd,Engineering,"841/7, Cross Road, Peenya Industrial Area, Bengaluru, B'lore",Bengaluru Urban,560058,WFSHB9809S,,ESI0000410,2013-01-21,349,3933045.0,,,2819
KR/BN/00411/000,Star Fabrics Corporation,M/s Star Fabrics Corporation,Engineering,"965/3, Ring Road, Peenya Industrial Area, Bengaluru, 560058",Bengaluru Urban,560058,,,,2009-07-06,276,3013078.0,9800858475,,2819
KR/BN/00412/000,Srinivasa Furniture Co,Smt Srinivasa Furniture Co,Auto Components,"751/6, Main Road, Hosur Road, Bengaluru, 560100",Bengaluru Urban,560100,SGPFV2485D,,ESI0000412,1994-02-10,111,2385475.0,9363485167,,2930
KR/BN/00415/000,Karnataka Pharmaceuticals Factory,M/s Karnataka Pharmaceuticals Factory,Electronics,"Cross Road, Peenya 2nd Stage, Bengaluru, B'lore",Bengaluru Urban,560058,VHEPZ1097O,,ESI0000415,1996-06-13,292,4966261.0,,,2630
KR/BN/00416/000,Infosys Rubber Industries,Shri Infosys Rubber Industries,Electronics,"405/8, Service Road, Electronic City Phase 2, Bengaluru, 560100",Bengaluru Urban,560100,IHXAF9674K,29IHXAF9674K7Z4,ESI0000416,2005-10-23,161,3885727.0,9213707068,,2630
KR/BN/00417/000,Balaji Printing Limited,Shri Balaji Printing Limited,Electronics,"1st Cross, Bommanahalli, Bengaluru, 560100",Bengaluru Urban,560100,NUQFX2612Q,29NUQFX2612Q4Z8,ESI0000417,2002-08-28,376,7303300.0,9469425630,,2630
KR/BN/00418/000,Balaji Electricals Manufacturers,Smt Balaji Electricals Manufacturers,Textile,"251/1, 2nd Cross, Peenya 1st Stage, Bengaluru, 560058",Bengaluru Urban,560058,PAPFG7526N,29PAPFG7526N5ZB,ESI0000418,2008-09-10,177,2352618.0,9517158622,,1311
KR/BN/00420/000,Infosys Pharmaceuticals Limited,Smt Infosys Pharmaceuticals Limited,Pharmaceuticals,"86/9, 3rd Main, Peenya, Bengaluru, 560058",Bengaluru Urban,560058,XURFL4188N,,,1996-01-20,208,2270739.0,,,2100
KR/BN/00421/000,Janatha Steel Indus,Shri Janatha Steel Indus,Chemicals,"Cross Road, Electronic City Phase 2, Bengaluru, 560100",Bengaluru Urban,560100,QIUAR2915V,29QIUAR2915V9ZT,,2023-11-24,707,15554793.0,9951639889,,2011
KR/BN/00423/000,Electricals Bangalore P Ltd,M/s Electricals Bangalore P Ltd,Packaging,"659/3, 1st Cross, Electronic City Phase 2, Bengaluru, 560100",Bengaluru Urban,560100,BJSAA5357A,29BJSAA5357A4ZO,,2019-01-02,484,11399096.0,,,1709
KR/BN/00427/000,Wipro Electricals Corporation,Shri Wipro Electricals Corporation,Food Processing,"803/4, Factory Road, Electronic City Phase 2, Bengaluru, 560100",Bengaluru Urban,560100,,,,1996-01-23,237,5780726.0,9980427290,,1079
KR/BN/00428/000,Sri Steel Traders,Shri Sri Steel Traders,Pharmaceuticals,"17/7, Industrial Road, Peenya Industrial Area, Bengaluru, B'lore",Bengaluru Urban,560058,OWKCQ7763P,,ESI0000428,2019-05-14,177,4205770.0,9158739813,,2100
KR/BN/00430/000,Peoples Paints International,Shri Peoples Paints International,Engineering,"1st Cross, BEL Road, Bengaluru, 560058",Bengaluru Urban,560058,XIIFJ8402O,29XIIFJ8402O1ZE,ESI0000430,2022-09-19,255,2352964.0,,,2819
KR/BN/00433/000,Balaji Chemicals Co,M/s Balaji Chemicals Co,Packaging,"Factory Road, Peenya 1st Stage, Bengaluru, 560058",Bengaluru Urban,560058,JCJFV3757G,29JCJFV3757G5Z2,ESI0000433,2015-08-07,335,4621291.0,9934758176,,1709
KR/BN/00435/000,Bangalore Foods Group,M/s Bangalore Foods Group,Paper Printing,"Service Road, BEL Road, Bengaluru, 560058",Bengaluru Urban,560058,VLXAO1429R,,ESI0000435,2005-11-02,622,10858652.0,,,1701
KR/BN/00436/000,Peoples Steel Manufacturers,M/s Peoples Steel Manufacturers,Food Processing,"Main Road, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,OZYPH7710N,29OZYPH7710N6ZS,ESI0000436,2021-01-19,352,6687347.0,,,1079
KR/BN/00438/000,Bengaluru Leather International,Smt Bengaluru Leather International,Rubber Plastics,"310/1, Industrial Road, Rajajinagar Industrial Estate, Bengaluru, 560058",Bengaluru Urban,560058,NVNAW7824V,,ESI0000438,2008-11-22,434,6854331.0,,,2219
KR/BN/00441/000,United Cables Co,Shri United Cables Co,Electronics,"Factory Road, Bommanahalli, Bengaluru, 560100",Bengaluru Urban,560100,RIAFH3252F,29RIAFH3252F4Z3,ESI0000441,2006-05-09,70,742501.0,,,2630
KR/BN/00442/000,Garments Southern Inds,Smt Garments Southern Inds,Chemicals,"16/5, Industrial Road, Bommanahalli, Bengaluru, 560100",Bengaluru Urban,560100,,,ESI0000442,1993-12-10,418,7158988.0,,,2011
KR/BN/00443/000,Beverages Lakshmi Co,M/s Beverages Lakshmi Co,Food Processing,"Ring Road, Electronic City Phase 1, Bengaluru, B'lore",Bengaluru Urban,560100,KALPU3118M,29KALPU3118M5ZQ,ESI0000443,2016-09-13,227,2548084.0,,,1079
KR/BN/00445/000,Paints Sunrise Group,M/s Paints Sunrise Group,Food Processing,"703/5, 3rd Main, Bommanahalli, Bengaluru, B'lore",Bengaluru Urban,560100,OUCHS4401U,29OUCHS4401U9ZZ,,2016-08-28,224,2848585.0,,,1079
KR/BN/00446/000,National Packaging Pvt Ltd,M/s National Packaging Pvt Ltd,Auto Components,"926/8, 2nd Cross, BEL Road, Bengaluru, 560058",Bengaluru Urban,560058,RZSHO3925B,29RZSHO3925B5ZL,ESI0000446,2005-02-08,335,3901586.0,,,2930
KR/BN/00451/000,JSW Paper Co,M/s JSW Paper Co,Chemicals,"129/1, Industrial Road, Bommanahalli, Bengaluru, 560100",Bengaluru Urban,560100,YSJAK5980F,,,1991-07-27,698,10251663.0,,,2011
KR/BN/00452/000,Star Foundry Traders,Shri Star Foundry Traders,Rubber Plastics,"Service Road, Peenya Industrial Area, Bengaluru, 560058",Bengaluru Urban,560058,OXEHU3643M,29OXEHU3643M6ZG,,2007-10-22,375,6879383.0,,,2219
KR/BN/00453/000,Infosys Pipes International,Smt Infosys Pipes International,Packaging,"2nd Cross, Electronic City Phase 2, Bengaluru, 560100",Bengaluru Urban,560100,PHQHU4898T,29PHQHU4898T9Z9,,1998-09-02,62,1171974.0,9398524583,,1709
KR/BN/00454/000,Motors United Ltd,Smt Motors United Ltd,Textile,"Cross Road, Hosur Road, Bengaluru, B'lore",Bengaluru Urban,560100,MQAPN9166H,29MQAPN9166H5ZB,,2016-10-01,202,4291014.0,9643124572,,1311
KR/BN/00455/000,New Pharmaceuticals Works,Smt New Pharmaceuticals Works,Paper Printing,"Ring Road, Kudlu Gate, Bengaluru, B'lore",Bengaluru Urban,560100,TTMFA4770Q,29TTMFA4770Q4ZK,,2021-01-08,459,5549846.0,9164225759,,1701
KR/BN/00463/000,Srinivasa Electricals International,Shri Srinivasa Electricals International,Textile,"Main Road, Hosur Road, Bengaluru, 560100",Bengaluru Urban,560100,KNIHF9492I,29KNIHF9492I4ZV,ESI0000463,1996-04-13,662,5613283.0,9897400485,,1311
KR/BN/00465/000,Steel Sri Ltd,M/s Steel Sri Ltd,Food Processing,"Ring Road, Electronic City Phase 2, Bengaluru, 560100",Bengaluru Urban,560100,ZFKHV4193M,29ZFKHV4193M5ZM,,2022-01-11,355,6304188.0,,,1079
KR/BN/00466/000,Balaji Paper Co,Smt Balaji Paper Co,Textile,"238/4, Service Road, Yeshwanthpur, Bengaluru, 560058",Bengaluru Urban,560058,SXNHH3433X,,ESI0000466,2006-11-01,669,16156844.0,,,1311
KR/BN/00467/000,Peoples Furniture International,Smt Peoples Furniture International,Food Processing,"Cross Road, Kudlu Gate, Bengaluru, 560100",Bengaluru Urban,560100,UFLFQ3340F,29UFLFQ3340F5ZW,,2016-04-19,706,15511363.0,,,1079
KR/BN/00468/000,Karnataka Steel Corporation,M/s Karnataka Steel Corporation,Packaging,"164/8, Cross Road, Peenya Industrial Area, Bengaluru, 560058",Bengaluru Urban,560058,,,ESI0000468,2019-07-26,108,2180676.0,9877954792,,1709
KR/BN/00469/000,Ceramics Mahalaxmi Co,Shri Ceramics Mahalaxmi Co,Engineering,"646/1, Cross Road, Peenya, Bengaluru, 560058",Bengaluru Urban,560058,NCCAU0032O,,,2011-08-03,39,804653.0,,,2819
KR/BN/00472/000,Mphasis Packaging Enterprises,Smt Mphasis Packaging Enterprises,Rubber Plastics,"2nd Cross, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,KPEFT7286I,,,2002-04-05,358,3497355.0,9642813554,,2219
KR/BN/00473/000,Plastics Sunrise Private Limited,Shri Plastics Sunrise Private Limited,Auto Components,"2nd Cross, Bommanahalli, Bengaluru, B'lore",Bengaluru Urban,560100,KWACM3302F,,ESI0000473,1991-07-27,63,1528626.0,,,2930
KR/BN/00475/000,Bangalore Cables Private Limited,M/s Bangalore Cables Private Limited,Textile,"771/9, 3rd Main, Yeshwanthpur, Bengaluru, 560058",Bengaluru Urban,560058,JGEHZ0730W,,,1991-08-07,595,5977616.0,9653448420,,1311
KR/BN/00476/000,Textiles KS Co,M/s Textiles KS Co,Electronics,"Ring Road, Peenya 2nd Stage, Bengaluru, 560058",Bengaluru Urban,560058,EGZPJ8319F,29EGZPJ8319F6Z0,,1995-09-13,632,14357992.0,,,2630
KR/BN/00477/000,Shree Fabrics Group,Smt Shree Fabrics Group,Electronics,"344/9, 3rd Main, Neeladri Nagar, Bengaluru, 560100",Bengaluru Urban,560100,NUQAX7871C,29NUQAX7871C1ZM,,2019-08-21,494,4492789.0,,,2630
KR/BN/00478/000,Lakshmi Metals & Co,M/s Lakshmi Metals & Co,Engineering,"736/1, 2nd Cross, Peenya 1st Stage, Bengaluru, B'lore",Bengaluru Urban,560058,TSFFA8208F,,ESI0000478,2020-11-16,106,2617087.0,9451465677,,2819
KR/BN/00480/000,Premier Metals Manufacturers,Smt Premier Metals Manufacturers,Chemicals,"Cross Road, Peenya 1st Stage, Bengaluru, B'lore",Bengaluru Urban,560058,KPGHQ0495Y,29KPGHQ0495Y7Z2,,2018-02-09,114,1496623.0,9483369821,,2011
KR/BN/00483/000,Chemicals JSW International,Shri Chemicals JSW International,Textile,"2nd Cross, Electronic City Phase 2, Bengaluru, 560100",Bengaluru Urban,560100,SGGAH2044H,,,2019-11-11,96,1347137.0,9872229297,,1311
KR/BN/00484/000,Auto Sri Parts Limited,Smt Auto Sri Parts Limited,Auto Components,"470/3, 3rd Main, Peenya 2nd Stage, Bengaluru, 560058",Bengaluru Urban,560058,,,,2022-01-28,256,5316674.0,9575685652,,2930
KR/BN/00486/000,Motors Mphasis Works,M/s Motors Mphasis Works,Electronics,"786/2, Industrial Road, Neeladri Nagar, Bengaluru, B'lore",Bengaluru Urban,560100,VWGCY9078D,29VWGCY9078D7ZG,ESI0000486,2023-08-07,666,15046831.0,9971573228,,2630
KR/BN/00487/000,Balaji Fabrics Enterprises,M/s Balaji Fabrics Enterprises,Paper Printing,"174/2, 2nd Cross, Electronic City Phase 2, Bengaluru, 560100",Bengaluru Urban,560100,HIGHB8609S,,,1991-11-25,524,6178137.0,9660944273,,1701
KR/BN/00488/000,Infosys Foods & Co,Smt Infosys Foods & Co,Food Processing,"Main Road, Kudlu Gate, Bengaluru, B'lore",Bengaluru Urban,560100,ZKNCI6228W,29ZKNCI6228W9ZE,ESI0000488,2007-04-16,441,5447292.0,9546651203,,1079
KR/BN/00492/000,New Printing Traders,M/s New Printing Traders,Pharmaceuticals,"491/2, Ring Road, Electronic City Phase 2, Bengaluru, 560100",Bengaluru Urban,560100,HLDPC9733N,,ESI0000492,2021-09-07,305,4021493.0,9374075081,,2100
KR/BN/00498/000,Printing Bengaluru Group,M/s Printing Bengaluru Group,Textile,"220/5, 3rd Main, BEL Road, Bengaluru, B'lore",Bengaluru Urban,560058,PXEAV2692W,29PXEAV2692W5ZR,ESI0000498,2016-03-02,550,5065571.0,9377680740,,1311
KR/BN/00500/000,New Plastics Manufacturers,M/s New Plastics Manufacturers,Electronics,"168/9, Industrial Road, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,CSPCT4258D,,ESI0000500,2013-01-10,732,11914486.0,,,2630
KR/BN/00501/000,United Garments Manufacturers,Smt United Garments Manufacturers,Packaging,"Service Road, Kudlu Gate, Bengaluru, 560100",Bengaluru Urban,560100,XOQHV7715T,29XOQHV7715T7Z0,ESI0000501,2019-09-17,340,3706521.0,9266266494,,1709
KR/BN/00502/000,Peoples Motors & Co,Smt Peoples Motors & Co,Pharmaceuticals,"Factory Road, BEL Road, Bengaluru, B'lore",Bengaluru Urban,560058,SCQFR1601T,,ESI0000502,2020-12-15,560,7591550.0,9301754818,,2100
KR/BN/00503/000,Infosys Fabrics Co,Shri Infosys Fabrics Co,Textile,"Service Road, BEL Road, Bengaluru, B'lore",Bengaluru Urban,560058,HAWFA8469P,29HAWFA8469P1ZU,,2023-11-16,780,19253857.0,9483898317,,1311
KR/BN/00505/000,Janatha Printing Works,Shri Janatha Printing Works,Electronics,"720/7, Ring Road, Peenya Industrial Area, Bengaluru, 560058",Bengaluru Urban,560058,RXBFA4378P,,,1991-12-25,223,5008777.0,,,2630
KR/BN/00506/000,Ceramics Venkateshwara Manufacturers,Shri Ceramics Venkateshwara Manufacturers,Paper Printing,"827/5, 3rd Main, Electronic City Phase 2, Bengaluru, 560100",Bengaluru Urban,560100,JVZCR2853Y,29JVZCR2853Y8ZG,ESI0000506,2011-02-27,755,15150657.0,9996200491,,1701
KR/BN/00507/000,Premier Packaging Pvt Ltd,Smt Premier Packaging Pvt Ltd,Engineering,"306/3, Factory Road, Electronic City Phase 1, Bengaluru, B'lore",Bengaluru Urban,560100,ZZYHB3769A,29ZZYHB3769A1ZG,ESI0000507,2011-02-22,277,6627939.0,,,2819
KR/BN/00509/000,Shree Foods & Co,M/s Shree Foods & Co,Textile,"Service Road, Rajajinagar Industrial Estate, Bengaluru, 560058",Bengaluru Urban,560058,NBXHL0397B,29NBXHL0397B7ZI,ESI0000509,1996-09-17,368,7755908.0,,,1311
KR/BN/00510/000,Lakshmi Printing & Co,Shri Lakshmi Printing & Co,Textile,"819/8, Service Road, Peenya 1st Stage, Bengaluru, B'lore",Bengaluru Urban,560058,LHRHF2276F,,ESI0000510,2008-09-01,711,12673881.0,9857400212,,1311
KR/BN/00511/000,Auto Modern Parts Manufacturers,M/s Auto Modern Parts Manufacturers,Engineering,"889/5, Industrial Road, Peenya Industrial Area, Bengaluru, 560058",Bengaluru Urban,560058,TIJCN4540Z,,ESI0000511,1992-10-22,581,14078922.0,9897375675,,2819
KR/BN/00512/000,Janatha Leather Pvt Ltd,Shri Janatha Leather Pvt Ltd,Rubber Plastics,"Cross Road, Neeladri Nagar, Bengaluru, B'lore",Bengaluru Urban,560100,,,,1995-12-04,782,19494581.0,9988616737,,2219
KR/BN/00513/000,Global Electronics Corporation,Shri Global Electronics Corporation,Electronics,"1st Cross, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,VSBCW3340E,,ESI0000513,2011-11-08,358,4306516.0,9355738821,,2630
KR/BN/00515/000,Mahalaxmi Valves Corporation,Smt Mahalaxmi Valves Corporation,Pharmaceuticals,"261/8, Main Road, Peenya 1st Stage, Bengaluru, 560058",Bengaluru Urban,560058,AKAPI1951T,29AKAPI1951T8ZA,ESI0000515,2007-01-19,493,9159662.0,,,2100
KR/BN/00516/000,Motors Bengaluru Mfrs,M/s Motors Bengaluru Mfrs,Electronics,"2nd Cross, Electronic City Phase 1, Bengaluru, B'lore",Bengaluru Urban,560100,,,,1999-01-04,114,1987000.0,,,2630
KR/BN/00517/000,Packaging Karnataka & Co,Smt Packaging Karnataka & Co,Food Processing,"849/6, Cross Road, Rajajinagar Industrial Estate, Bengaluru, 560058",Bengaluru Urban,560058,RBLFT0636G,29RBLFT0636G8ZC,ESI0000517,2011-11-04,81,1353871.0,,,1079
KR/BN/00518/000,Pumps Peoples Limited,M/s Pumps Peoples Limited,Packaging,"720/1, Main Road, Electronic City Phase 2, Bengaluru, 560100",Bengaluru Urban,560100,SJRPK2403N,29SJRPK2403N7Z7,ESI0000518,2015-07-01,612,8376082.0,,,1709
KR/BN/00520/000,Garments Premier Mfr,Shri Garments Premier Mfr,Rubber Plastics,"Service Road, Peenya Industrial Area, Bengaluru, 560058",Bengaluru Urban,560058,NRMHB0720Z,29NRMHB0720Z7ZB,,2009-02-24,532,7467631.0,9963026369,,2219
KR/BN/00521/000,Garments Karnataka Co,Shri Garments Karnataka Co,Food Processing,"Factory Road, BEL Road, Bengaluru, B'lore",Bengaluru Urban,560058,MLRCV0432Z,,ESI0000521,2001-05-26,265,2300133.0,,,1079
KR/BN/00524/000,Shree Furniture Co,Smt Shree Furniture Co,Auto Components,"407/8, 1st Cross, Electronic City Phase 2, Bengaluru, 560100",Bengaluru Urban,560100,ZRRCO8986Y,,,1994-09-04,57,1032729.0,9340753573,,2930
KR/BN/00525/000,Bangalore Steel Enterp,Smt Bangalore Steel Enterp,Paper Printing,"518/8, Main Road, Kudlu Gate, Bengaluru, 560100",Bengaluru Urban,560100,,,,2023-01-18,426,3577696.0,,,1701
KR/BN/00528/000,Karnataka Garments Ltd,Shri Karnataka Garments Ltd,Pharmaceuticals,"Service Road, Hosur Road, Bengaluru, B'lore",Bengaluru Urban,560100,XJBPO1708D,,ESI0000528,1993-01-11,556,8569997.0,9432611573,,2100
KR/BN/00529/000,Auto New Parts Ltd,Smt Auto New Parts Ltd,Electronics,"690/9, Main Road, Peenya 2nd Stage, Bengaluru, 560058",Bengaluru Urban,560058,FAJPE7351C,29FAJPE7351C2ZP,ESI0000529,2012-08-12,214,3526386.0,9180485864,,2630
KR/BN/00530/000,Global Auto Parts Industries,Smt Global Auto Parts Industries,Rubber Plastics,"Factory Road, Peenya 2nd Stage, Bengaluru, 560058",Bengaluru Urban,560058,CZHAS6063W,29CZHAS6063W5Z3,ESI0000530,2009-07-01,516,7506580.0,9314674679,,2219
KR/BN/00533/000,United Garments Limited,Smt United Garments Limited,Textile,"3rd Main, Bommanahalli, Bengaluru, 560100",Bengaluru Urban,560100,AKJHL0783G,29AKJHL0783G3ZN,ESI0000533,2022-02-08,693,11964448.0,9256906234,,1311
KR/BN/00534/000,Bangalore Leather Limited,Smt Bangalore Leather Limited,Chemicals,"585/8, 1st Cross, BEL Road, Bengaluru, 560058",Bengaluru Urban,560058,HKGCW1701Z,,ESI0000534,2014-05-11,61,1518989.0,9972693641,,2011
KR/BN/00535/000,Peoples Pipes Private Limited,Smt Peoples Pipes Private Limited,Engineering,"Service Road, Kudlu Gate, Bengaluru, 560100",Bengaluru Urban,560100,WMRFZ1994V,,ESI0000535,2022-12-19,374,5541953.0,9241746962,,2819
KR/BN/00537/000,United Pipes Group,Shri United Pipes Group,Engineering,"2nd Cross, Rajajinagar Industrial Estate, Bengaluru, B'lore",Bengaluru Urban,560058,MYVCX5011X,29MYVCX5011X2ZM,ESI0000537,2000-10-22,192,4544575.0,,,2819
KR/BN/00540/000,Textiles Mphasis Works,Shri Textiles Mphasis Works,Rubber Plastics,"2nd Cross, Rajajinagar Industrial Estate, Bengaluru, B'lore",Bengaluru Urban,560058,VRBHF5984K,29VRBHF5984K6ZY,,1997-04-27,281,4939165.0,,,2219
