consumer_no,consumer_name,service_address,pin_code,connection_type,sanctioned_load_kw,connected_load_kw,tariff_category,pan,gstin,connection_date,connection_status,meter_no,mobile
ESCOM/560058/000267,Srinivasa Motors Ltd,"1st Cross, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,53.0,44.1,LT-6,,,2015-06-09,ACTIVE,M19409611,9766894501
ESCOM/560058/000268,Ceramics Raghavendra International,"490/5, 1st Cross, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,234.6,141.8,LT-4,GNZHL2374Z,29GNZHL2374Z7Z7,2005-01-22,ACTIVE,M89778686,9497510417
ESCOM/560100/000269,Mphasis Plastics Enterprises,"648/7, Main Road, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,95.5,85.5,LT-6,PKRCC1475E,29PKRCC1475E8ZJ,2017-03-14,ACTIVE,M78821284,9745113029
ESCOM/560058/000270,Sri Cables & Co,"Factory Road, BEL Road, Bengaluru, B'lore",560058,INDUSTRIAL,45.4,36.9,LT-5,ZKFAB1535X,29ZKFAB1535X9Z9,2012-06-22,DISCONNECTED,M82501777,9593472404
ESCOM/560100/000271,Auto Indian Parts Limited,"395/9, Factory Road, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,210.0,185.3,LT-5,QAQAT7772N,29QAQAT7772N1ZT,2007-01-21,DISCONNECTED,M34030421,9188994445
ESCOM/560058/000272,Ceramics New Private Limited,"853/8, Service Road, Yeshwanthpur, Bengaluru, B'lore",560058,COMMERCIAL,264.0,194.4,LT-2,HPDFR9019L,29HPDFR9019L2Z4,1999-09-24,ACTIVE,M44366062,9494741074
ESCOM/560100/000273,Foundry Premier Corporation,"3rd Main, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,451.1,420.0,LT-4,XNWHF4127E,29XNWHF4127E2ZV,2006-09-05,ACTIVE,M75587311,
ESCOM/560100/000274,Raghavendra Eng Works,"Factory Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,177.3,141.1,LT-3,SHNPY6774F,29SHNPY6774F8ZO,2019-02-06,ACTIVE,M83804178,
ESCOM/560100/000275,Electronics Sunrise & Co,"795/5, Industrial Road, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,24.7,21.5,LT-4,,,2009-12-20,DISCONNECTED,M84680066,
ESCOM/560058/000276,Balaji Chemicals Enterprises,"Service Road, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,351.8,211.2,LT-5,AQEFN1960C,29AQEFN1960C2ZA,2020-04-04,ACTIVE,M84109019,
ESCOM/560058/000277,Balaji Packaging Private Limited,"689/7, Factory Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,INDUSTRIAL,349.7,211.8,LT-5,RKBFA6260U,,2000-06-17,ACTIVE,M85915183,
ESCOM/560058/000278,Valves Sunrise Private Limited,"Industrial Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,154.0,139.5,LT-5,ETHAB5796Y,29ETHAB5796Y5ZJ,2018-07-28,ACTIVE,M86407202,9131544231
ESCOM/560100/000279,Karnataka Pumps & Co,"589/8, Service Road, Electronic City Phase 1, Bengaluru, B'lore",560100,COMMERCIAL,120.9,93.0,LT-2,EBBAR0476K,29EBBAR0476K8ZA,2001-08-03,DISCONNECTED,M10105721,9778911984
ESCOM/560100/000280,Garments Mahalaxmi Works,"872/3, Service Road, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,162.0,111.8,LT-3,UIXAF2740U,29UIXAF2740U7ZH,2013-01-15,ACTIVE,M56252087,9890579347
ESCOM/560100/000281,Rubber Shree Factory,"926/3, Factory Road, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,47.4,29.6,LT-3,,,1998-06-02,ACTIVE,M47660376,
ESCOM/560100/000282,Karnataka Furniture Ltd,"968/7, 3rd Main, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,89.5,55.9,LT-4,FGAHC9963W,29FGAHC9963W7ZT,2018-05-25,SURRENDERED,M24296509,9145140058
ESCOM/560058/000283,Bangalore Leather Manufacturers,"Service Road, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,212.9,186.0,LT-1,KQJCP8171M,,2011-09-04,ACTIVE,M65736939,9854523861
ESCOM/560058/000285,Textiles Venkateshwara Inds,"Factory Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,451.1,372.0,LT-2,,,2012-03-11,SURRENDERED,M10639448,
ESCOM/560100/000286,Titan Auto Parts Corporation,"Industrial Road, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,483.2,456.1,LT-5,MDMHE9926N,,2010-02-18,ACTIVE,M96033085,9682655722
ESCOM/560100/000288,Royal Foods Corporation,"481/6, 3rd Main, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,103.1,74.2,LT-4,,,1990-11-08,ACTIVE,M48975511,
ESCOM/560100/000289,Plastics United Pvt. Ltd.,"696/4, Industrial Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,354.5,317.4,LT-5,AZRFI3262X,29AZRFI3262X6ZP,1996-10-11,ACTIVE,M17405419,9517153277
ESCOM/560058/000290,Venkateshwara Pipes Works,"210/6, Service Road, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,145.3,92.4,LT-2,JJWPS7851Z,29JJWPS7851Z9ZN,1990-01-08,SURRENDERED,M47146281,9464468259
ESCOM/560100/000291,Peoples Rubber Limited,"399/2, 1st Cross, Bommanahalli, Bengaluru, B'lore",560100,INDUSTRIAL,443.5,279.9,LT-2,CNWHD8638Q,29CNWHD8638Q3ZR,1998-04-05,ACTIVE,M83259850,9650704821
ESCOM/560100/000292,Paints Karnataka Factory,"Main Road, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,472.0,409.4,LT-2,,,2010-05-24,SURRENDERED,M33662613,9858179911
ESCOM/560100/000293,Mahalaxmi Motors Factory,"3rd Main, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,342.8,255.9,LT-2,HZJCX7299W,29HZJCX7299W9ZA,1995-03-06,ACTIVE,M54303502,
ESCOM/560100/000294,Paints Balaji Corporation,"833/4, Cross Road, Hosur Road, Bengaluru, 560100",560100,COMMERCIAL,142.2,134.7,LT-1,WDFCK4223H,29WDFCK4223H6Z8,1991-07-10,ACTIVE,M14847065,
ESCOM/560100/000295,KS Fabrics Ent,"Main Road, Bommanahalli, Bengaluru, B'lore",560100,INDUSTRIAL,175.1,107.0,LT-3,DYSHB7974B,29DYSHB7974B9ZC,2015-02-16,ACTIVE,M83805378,
ESCOM/560058/000296,Infosys Rubber Ltd,"771/9, 3rd Main, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,451.9,335.8,LT-2,FOZPZ2558D,,2022-10-12,ACTIVE,M25783708,
ESCOM/560058/000297,Sri Chemicals Industries,"111/7, Ring Road, Peenya 2nd Stage, Bengaluru, B'lore",560058,INDUSTRIAL,106.7,81.1,LT-5,SGFPN0742C,,2002-02-10,ACTIVE,M69994261,
ESCOM/560100/000298,JSW Furniture Traders,"270/1, 1st Cross, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,191.5,115.0,LT-5,FVXAA8452L,29FVXAA8452L1ZS,1990-08-21,SURRENDERED,M41316014,
ESCOM/560058/000300,Cables Srinivasa Group,"Cross Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,105.2,80.7,LT-6,XATFK3753S,29XATFK3753S4ZS,2012-12-18,ACTIVE,M52326331,
ESCOM/560058/000301,KS Cables Factory,"Main Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,297.9,267.6,LT-5,NPYHQ0670X,29NPYHQ0670X1ZI,2019-04-04,ACTIVE,M39325257,9164896950
ESCOM/560100/000302,Royal Paper Group,"395/5, Main Road, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,318.2,223.8,LT-5,QJYFE6319G,29QJYFE6319G9Z1,2021-07-10,DISCONNECTED,M59897975,9187717680
ESCOM/560100/000303,Rubber National Industries,"800/9, Main Road, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,497.0,309.4,LT-1,ESNCV2791F,29ESNCV2791F6ZY,2016-12-06,DISCONNECTED,M93596702,9636530486
ESCOM/560100/000304,Bengaluru Paper Pvt Ltd,"606/9, Factory Road, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,373.1,306.8,LT-6,CQWHF9656W,29CQWHF9656W6ZG,2005-04-16,ACTIVE,M29159200,9130052149
ESCOM/560100/000305,Paper Karnataka Corporation,"184/5, 1st Cross, Bommanahalli, Bengaluru, B'lore",560100,INDUSTRIAL,70.0,42.2,LT-6,YWGFO5446V,,2011-12-06,ACTIVE,M16791043,9627571286
ESCOM/560100/000306,Royal Metals Works,"412/1, Factory Road, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,183.6,135.2,LT-4,BYMHN0395B,29BYMHN0395B9ZD,2008-07-14,DISCONNECTED,M80591832,9149917936
ESCOM/560100/000307,Star Foods Limited,"495/9, Industrial Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,475.3,308.3,LT-3,PLNAN5171R,29PLNAN5171R7Z3,1990-09-16,ACTIVE,M73901617,
ESCOM/560058/000308,Premier Pipes Co,"216/5, Factory Road, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,457.4,429.7,LT-3,UJOCV8953N,29UJOCV8953N2ZT,2003-09-15,SURRENDERED,M26197390,
ESCOM/560058/000309,Steel Mahalaxmi Works,"998/4, Ring Road, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,320.3,197.1,LT-6,HJDAI7435V,29HJDAI7435V4ZA,2019-01-10,ACTIVE,M60253205,9957887688
ESCOM/560100/000310,JSW Leather Factory,"1st Cross, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,71.1,51.5,LT-3,MSLCH9792D,29MSLCH9792D8Z9,2008-03-12,ACTIVE,M22193479,9428987640
ESCOM/560058/000311,Packaging Shree Co,"Factory Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,260.5,183.6,LT-5,ENHFX1616P,29ENHFX1616P5ZR,2012-02-14,ACTIVE,M95572035,
ESCOM/560100/000312,Premier Electricals Group,"Ring Road, Hosur Road, Bengaluru, B'lore",560100,INDUSTRIAL,331.2,306.8,LT-3,,,2021-07-16,ACTIVE,M32262237,9657938168
ESCOM/560058/000313,National Furniture Pvt Ltd,"Service Road, Peenya Industrial Area, Bengaluru, B'lore",560058,INDUSTRIAL,51.5,38.0,LT-2,PBFPP3092V,29PBFPP3092V8ZZ,2004-11-20,ACTIVE,M43210578,
ESCOM/560058/000314,Lakshmi Metals & Co,"350/2, 1st Cross, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,243.3,210.8,LT-5,ODLAD6146T,29ODLAD6146T9ZS,2014-03-05,ACTIVE,M58944526,9714029752
ESCOM/560058/000315,Premier Leather Co,"Service Road, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,277.4,238.9,LT-4,CXQCJ7471N,29CXQCJ7471N9Z1,2018-06-16,ACTIVE,M83339845,9543391822
ESCOM/560100/000316,Textiles KS Factory,"180/9, Main Road, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,6.8,4.7,LT-1,AQGFI0687V,29AQGFI0687V4ZV,1996-01-04,ACTIVE,M61545222,9808216817
ESCOM/560058/000317,Raghavendra Printing & Co,"Cross Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,478.2,362.3,LT-6,,,2020-02-28,DISCONNECTED,M23189535,
ESCOM/560100/000318,KS Furniture Pvt Ltd,"1st Cross, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,370.7,262.3,LT-4,,,1992-06-20,ACTIVE,M83014724,
ESCOM/560058/000319,Global Fabrics Ent,"320/2, Industrial Road, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,268.2,195.7,LT-6,RKYHP2040T,29RKYHP2040T8Z2,2010-08-10,ACTIVE,M64620704,
ESCOM/560100/000320,Janatha Electronics Pvt Ltd,"750/7, Cross Road, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,401.1,269.6,LT-4,TXJCX2039Y,29TXJCX2039Y8ZK,1992-09-09,ACTIVE,M13387425,
ESCOM/560100/000321,Mphasis Electricals Ltd,"1st Cross, Hosur Road, Bengaluru, B'lore",560100,INDUSTRIAL,23.3,19.3,LT-1,,,1991-02-01,ACTIVE,M44196190,9824048263
ESCOM/560058/000322,Global Plastics International,"975/1, Ring Road, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,320.8,242.0,LT-1,QBXHU5752P,,1992-09-09,ACTIVE,M12527062,
ESCOM/560100/000323,Southern Motors Group,"373/5, Industrial Road, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,23.5,16.2,LT-6,LPBCY5962G,,2001-06-02,ACTIVE,M64957064,
ESCOM/560100/000324,Modern Pharmaceuticals Pvt Ltd,"918/9, Main Road, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,84.3,78.4,LT-2,DJCHD7231V,29DJCHD7231V2ZL,2017-03-11,ACTIVE,M76104287,9360665441
ESCOM/560058/000325,Steel Star Co,"Factory Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,7.7,5.4,LT-2,HFHPW2477I,29HFHPW2477I6ZA,2015-05-01,ACTIVE,M82516030,9627561342
ESCOM/560058/000326,Indian Pumps Private Limited,"Ring Road, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,498.3,319.3,LT-4,STVHM7573E,29STVHM7573E3ZI,2003-12-10,ACTIVE,M75385807,9873838034
ESCOM/560100/000327,New Textiles Co,"32/1, Ring Road, Neeladri Nagar, Bengaluru, B'lore",560100,INDUSTRIAL,130.6,93.3,LT-1,HDFHR3336I,29HDFHR3336I4Z0,2008-12-12,ACTIVE,M58415321,9781488148
ESCOM/560058/000328,Lakshmi Paints International,"Ring Road, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,44.2,28.5,LT-5,,,1997-02-10,ACTIVE,M47016435,9188126437
ESCOM/560100/000329,Printing Mphasis Pvt.Ltd,"311/8, 2nd Cross, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,133.2,104.7,LT-3,MHIPJ0882H,29MHIPJ0882H4ZH,1995-03-05,ACTIVE,M49725948,
ESCOM/560058/000330,Modern Ceramics Private Limited,"Ring Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,320.0,218.3,LT-5,HTMHA6819Q,,2001-12-27,ACTIVE,M49055637,9809835031
ESCOM/560100/000331,Pharmaceuticals Raghavendra Pvt.Ltd,"Cross Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,489.0,374.0,LT-2,AXLAY3576H,29AXLAY3576H1ZS,2007-10-11,ACTIVE,M68743209,9727359966
ESCOM/560100/000332,Ceramics Balaji Entp,"Ring Road, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,196.6,173.8,LT-4,FSBPH9452M,29FSBPH9452M1ZP,1996-12-27,ACTIVE,M11056644,
ESCOM/560058/000333,Chemicals Premier Corporation,"Cross Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,428.7,298.3,LT-3,ECRPO7830N,29ECRPO7830N8ZE,1994-11-16,DISCONNECTED,M25249417,9715280375
ESCOM/560100/000334,Royal Garments Mfrs,"839/5, Factory Road, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,175.7,124.6,LT-3,SJAFQ3662Z,29SJAFQ3662Z7ZF,2020-04-03,SURRENDERED,M63376884,
ESCOM/560100/000335,Royal Printing Limited,"963/9, Factory Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,383.4,276.7,LT-5,XVOPR8639V,29XVOPR8639V1ZU,2005-07-09,ACTIVE,M43425008,9667118729
ESCOM/560058/000336,Ceramics Titan & Co,"Ring Road, Peenya 1st Stage, Bengaluru, B'lore",560058,INDUSTRIAL,259.9,230.3,LT-6,,,2015-05-04,ACTIVE,M84779894,
ESCOM/560058/000337,Electricals Southern Private Limited,"705/1, 1st Cross, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,356.6,337.0,LT-4,SVAPY1398I,,2009-10-19,SURRENDERED,M61598974,9823823307
ESCOM/560058/000340,Indian Metals Industries,"Factory Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,182.4,133.7,LT-2,GCLHF3159N,29GCLHF3159N2ZY,2001-07-27,ACTIVE,M28059268,9500818292
ESCOM/560058/000341,Balaji Paints Factory,"918/8, Cross Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,479.9,375.0,LT-4,GWYCY4125O,29GWYCY4125O8Z9,2006-11-11,ACTIVE,M49629290,9129583713
ESCOM/560100/000342,Balaji Textiles Group,"Factory Road, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,259.6,198.6,LT-5,CXFCM3248G,29CXFCM3248G7ZL,2007-04-21,ACTIVE,M56786003,9715154878
ESCOM/560100/000343,Global Packaging Limited,"777/7, 2nd Cross, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,208.4,143.1,LT-4,OFYHL9695F,,2015-06-10,ACTIVE,M21628634,
ESCOM/560058/000344,Global Textiles Industries,"Ring Road, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,309.7,287.7,LT-2,GXHCC8878Z,29GXHCC8878Z3ZB,2018-01-08,SURRENDERED,M23112766,9947883856
ESCOM/560058/000345,Mahalaxmi Electronics Ltd,"Cross Road, BEL Road, Bengaluru, B'lore",560058,INDUSTRIAL,346.3,280.0,LT-6,JZFCS0771M,29JZFCS0771M1ZV,2006-10-24,ACTIVE,M44582002,9945096028
ESCOM/560058/000346,Mahalaxmi Fabrics Works,"Service Road, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,7.5,5.9,LT-1,NRMPN1768S,29NRMPN1768S3ZF,2004-02-22,DISCONNECTED,M98338574,
ESCOM/560058/000347,Venkateshwara Chemicals Inds,"616/8, 3rd Main, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,6.3,4.7,LT-6,RIWFD8001J,29RIWFD8001J3ZG,2015-09-18,DISCONNECTED,M93604105,9159883886
ESCOM/560100/000348,Indian Rubber Co,"Industrial Road, Hosur Road, Bengaluru, B'lore",560100,INDUSTRIAL,55.7,48.9,LT-2,PDKPD9623C,29PDKPD9623C6Z7,1994-02-16,SURRENDERED,M93019293,9393477352
ESCOM/560100/000349,Raghavendra Paints Mfg,"743/5, 1st Cross, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,216.3,184.3,LT-1,HOFCT7203C,,1991-10-16,ACTIVE,M68169896,9956679702
ESCOM/560100/000350,Janatha Metals Enterprises,"519/4, Factory Road, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,36.4,33.1,LT-1,,,1998-06-18,ACTIVE,M74473180,9709138051
ESCOM/560058/000351,Venkateshwara Chemicals & Co,"Factory Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,343.2,211.7,LT-3,,,1992-09-13,ACTIVE,M56129243,9491846815
ESCOM/560100/000352,Eng Sunrise Co,"355/7, 2nd Cross, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,417.7,317.7,LT-5,UJDFC3955F,29UJDFC3955F8ZH,2005-01-23,ACTIVE,M47569187,
ESCOM/560058/000353,Electricals Srinivasa International,"112/1, Cross Road, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,478.9,429.6,LT-3,PKSHN5948T,29PKSHN5948T7ZI,1997-08-25,ACTIVE,M62057743,
ESCOM/560100/000354,Modern Pipes P Limited,"Cross Road, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,307.6,241.4,LT-4,WZMPV0662S,29WZMPV0662S7Z1,2014-04-03,ACTIVE,M96045862,9146201903
ESCOM/560058/000355,Bangalore Ceramics Limited,"3rd Main, Yeshwanthpur, Bengaluru, B'lore",560058,INDUSTRIAL,295.5,242.7,LT-3,EDDAZ3019E,29EDDAZ3019E9ZO,2002-08-09,ACTIVE,M58103085,9810339235
ESCOM/560100/000357,Raghavendra Paints Pvt Ltd,"352/1, Factory Road, Neeladri Nagar, Bengaluru, 560100",560100,COMMERCIAL,146.9,121.6,LT-4,FRNPI7379M,29FRNPI7379M5ZM,2008-12-10,ACTIVE,M66352921,
ESCOM/560058/000358,Leather Modern Corporation,"1st Cross, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,197.9,159.9,LT-5,FNTHL9407F,29FNTHL9407F7ZH,2009-08-18,ACTIVE,M16579010,9428034333
ESCOM/560058/000359,Janatha Plastics Traders,"Cross Road, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,53.2,50.5,LT-4,BOWPN9619N,29BOWPN9619N5ZI,2007-06-03,ACTIVE,M30652772,9178701050
ESCOM/560058/000360,Infosys Valves Corporation,"1st Cross, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,158.3,110.2,LT-3,GDWCO6268A,29GDWCO6268A4ZX,2017-12-24,ACTIVE,M39704522,
ESCOM/560058/000361,Premier Plastics Limited,"Industrial Road, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,374.9,356.0,LT-5,GKKFJ0426V,29GKKFJ0426V9ZG,1990-10-06,ACTIVE,M37479672,
ESCOM/560100/000362,Srinivasa Foods Ind,"432/7, Ring Road, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,236.5,169.5,LT-1,,,1995-04-26,DISCONNECTED,M99720846,
ESCOM/560100/000363,Titan Electronics Ltd,"449/9, 3rd Main, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,401.3,277.7,LT-4,BDOHK0003L,,2009-02-14,ACTIVE,M29543348,
ESCOM/560058/000364,Electronics Balaji Corporation,"301/9, Main Road, Peenya 1st Stage, Bengaluru, B'lore",560058,INDUSTRIAL,202.9,154.6,LT-6,LNVFF1746E,29LNVFF1746E9ZF,2018-04-25,ACTIVE,M52286564,9208726824
ESCOM/560100/000365,Infosys Valves International,"860/3, Main Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,323.7,261.1,LT-1,YPOAN1931U,29YPOAN1931U6ZF,1990-11-21,SURRENDERED,M98765079,9769733244
ESCOM/560100/000367,Infosys Pharmaceuticals Co,"Service Road, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,269.9,255.4,LT-5,CYHAI6600N,29CYHAI6600N2Z9,1996-12-09,ACTIVE,M40257676,9449006314
ESCOM/560100/000368,Mphasis Garments & Co,"257/4, 2nd Cross, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,394.7,347.6,LT-6,,,1994-12-10,SURRENDERED,M48185191,
ESCOM/560100/000369,Titan Pipes Pvt Ltd,"2nd Cross, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,84.9,57.1,LT-5,WGVHD5944O,29WGVHD5944O5ZL,2019-11-07,SURRENDERED,M25735519,9502671519
ESCOM/560058/000371,Janatha Auto Parts Pvt. Ltd.,"Cross Road, Peenya 1st Stage, Bengaluru, B'lore",560058,COMMERCIAL,388.9,322.8,LT-6,OMHPJ0958U,,2002-10-15,ACTIVE,M12535507,
ESCOM/560100/000372,Ceramics Mphasis Co,"231/4, 2nd Cross, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,96.4,77.6,LT-1,CUDAT4766J,29CUDAT4766J4ZO,1998-04-15,DISCONNECTED,M43738918,9132510292
ESCOM/560100/000373,Packaging Mahalaxmi Ltd,"587/8, 1st Cross, Hosur Road, Bengaluru, B'lore",560100,INDUSTRIAL,146.1,135.4,LT-5,JDUPN4617T,29JDUPN4617T5ZT,2008-11-28,DISCONNECTED,M80410029,9969595157
ESCOM/560100/000374,Shree Paints P Limited,"537/2, Main Road, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,6.3,5.2,LT-4,FMGPS9820L,29FMGPS9820L6Z9,2013-06-26,ACTIVE,M23644393,
ESCOM/560100/000376,Royal Packaging & Co,"84/3, Cross Road, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,338.6,270.0,LT-4,JUVAW4901C,29JUVAW4901C6Z7,2006-03-21,ACTIVE,M57111339,9366840705
ESCOM/560058/000377,Janatha Pharmaceuticals Traders,"1st Cross, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,216.7,204.2,LT-5,WBDHN3670O,,2022-10-19,ACTIVE,M66109218,
ESCOM/560058/000378,Electricals Shree Corporation,"Service Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,99.5,90.2,LT-4,LCPFV1586P,29LCPFV1586P6Z2,2004-04-20,ACTIVE,M56245754,
ESCOM/560100/000379,Balaji Pharmaceuticals Traders,"179/6, 3rd Main, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,7.0,5.6,LT-3,AJOPB6238L,29AJOPB6238L2ZN,2016-10-23,DISCONNECTED,M37706816,9498242131
ESCOM/560058/000380,Modern Beverages Entp,"3rd Main, Peenya 2nd Stage, Bengaluru, B'lore",560058,INDUSTRIAL,456.5,352.3,LT-3,XNYFO9516G,29XNYFO9516G3ZV,2002-11-22,ACTIVE,M90044467,
ESCOM/560058/000381,National Pumps Manufacturers,"3rd Main, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,263.9,207.2,LT-2,EBBCV8343R,29EBBCV8343R4ZR,2017-04-12,ACTIVE,M54318326,
ESCOM/560100/000382,Modern Motors & Co,"385/9, 3rd Main, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,364.9,262.9,LT-1,,,1998-10-20,ACTIVE,M10403037,9566240313
ESCOM/560058/000383,Modern Rubber Industries,"907/8, Factory Road, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,315.5,288.7,LT-4,ELGHZ2573W,,2020-10-12,ACTIVE,M45106014,9184925429
ESCOM/560100/000384,Pipes Indian Corporation,"476/7, 3rd Main, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,372.6,326.0,LT-4,WHUAR6167Z,,2014-01-25,DISCONNECTED,M77781751,9944399162
ESCOM/560100/000386,Paints Modern Corporation,"Factory Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,326.4,226.6,LT-1,PTWPD6145G,29PTWPD6145G5ZT,2017-05-09,DISCONNECTED,M36135061,9222261387
ESCOM/560058/000388,Ceramics Sri Ent,"2nd Cross, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,352.1,313.2,LT-1,YWGPG8431X,,2016-09-27,ACTIVE,M24733926,9586851927
ESCOM/560100/000389,Pharmaceuticals Mphasis Industries,"460/2, Service Road, Bommanahalli, Bengaluru, B'lore",560100,INDUSTRIAL,474.4,368.6,LT-6,,,2002-09-19,ACTIVE,M74102890,
ESCOM/560058/000390,Beverages Raghavendra Co,"562/2, Main Road, Peenya 1st Stage, Bengaluru, B'lore",560058,INDUSTRIAL,474.3,415.4,LT-6,MRRHR8443S,29MRRHR8443S1ZS,1991-05-17,ACTIVE,M24364910,9808071374
ESCOM/560100/000391,United Fabrics Group,"707/5, Cross Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,173.2,143.0,LT-5,,,2008-02-14,ACTIVE,M32060226,9188247192
